"json_extract( `ai_response`, '$.data.content')"
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\n\"" stop! \"" Doughs shut at them with a land voice. The man looked at\nhim, continued to assaulting. \"" I have called phinman. Daylar said, listening to the\ncought\nword. the man tried to run. seeing this, Doughs immediately him, didn't leave him\nruning. It didn't take long time before police got, Daylis the man to the police\nThe woman who saved by Pangles made a simely a attitude to Dangles.\n\"" My nume is lemi thinks to saving me. \"" Dangles didn't say to much. he most\nsay to\nwere back to the bus, there wre many passengers waiting to him.\npassengers conveys\n  Two weeks after the assault, Douglas visited Terri at her home. _ lervi is already recovered she\nshowed her attitude to Dayle again and ask him? Why did yous save me, you\ngirl a bus driver you had many passages on the bis \"" without thinking\nto much at. that time, There was only one thing in his mind that He must.\nto save her or she would die. Though it's not on my rate, I condue see a people\ndying in front of me, You need my help. \"" listening his words. Terr was so tuched\nthat tewing welling up in her eyes. It was not until that the slermlized that\nIt doesn't matter what rate is\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few sieps over to them.\n\""\nsee\n  You are killing her! \"" shouted at the man, Douglas tried to stop\nhim. However, he failed. The man stopped assaulting the woman, instead, he\nturned to assault Douglas. Douglas went to great lengths to protect\nhimself from assault. but it didn't work. The woman came to prevent\nthe man from assaulting Douglas at the moment Dauglas was likely\nto die. The man pushed away the woman, and she was badly hurt.\n  Just at the moment, the police came and took the man away. It\nwas June Jurrett who called the police and rushed Danglas and the\nwoman, who called Terri to the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Her injuries were almost recover.\n- Terri expressed her appreciate to Douglas for his save at the risk\nof hurt. Douglas told her it. didn't matter. and it was her who\nsave him when he was nearly to die - under the man's assault.\nThey looked at each other and laughed. Since then, they have\nbecome good friends. Douglas often came to Terri's house to take\nher around as she was not convinced. There won't be a warmer\nthing than helping a person who you never see before.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over to them.\nTo stop the man from attracking for the woman. Danglas tried\nto spreate from two of them, to let the wo men out of danger.\n  As fast as he could. rushed there and pushed the man\nto one side and let the women behind him to stop her for\nthe second attrack With the man's appiontment. not to take on the\nbusiness, Danglas refused and fought for the man to got the woman's wallet.\n  When Terri saw this. she get down the bus and let the women\nto some where safe. Finally, the woman get her wallet\n  Two weeks after the assault, Douglas visited Terri at her home. _ - After for this. Terri said\nsorry for Danglas of her impoliet. Thanks for his help to the\nBecause the woman was her best friend. Because his bravery,\nso her can release the danger.\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siic nearby. Dougias ran the few sieps over io them.\n  His heart punding rapidly, he was aware that he was doing\nsomething dangerly. Shouting in his loudest voice, he ordered\n\"" Stop? This incident is not allowed by the law. \"" To\nhis astonishment, perhaps that his old body was thought\nto be no threat for the young man, the young man was\nstill attacking the woman without interruption. Without\nhesitation, having the defination of killing the man, he went\ntoward the man to preserve the woman. Finally, with his\nkind agency, theman was hitted to the road, and the woman who\nnamed Terri\nate and sound.\n\"" Wo beeks after he assaul, bouglas visited terriat her home. He knew that it must be\na shock for a lonely woman who had no choice but to\nuse walker to walk. And it was necessary that he take\ncare of the woman. \"" How are you? \"" he asked. I'm\n'm\ntime, thank you, \"" with gettinde, ferri answered. If he\nhadn't given her a helping hand, the end of the assault would\nhave been greatly different, as all of the people withessing\nthe attack known. She said You are the light which brings\nmade\nmy life bright. Your unselfish out come really\nmy entire word upside down. You accurred to me that kindness is\nin all places\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over to them.\n  Douglas shouted to stop the man and stood in front of the\nwoman to protect her. Dauglas could feel the anger growing\nbubbling up inside him, his hands culling into fists. Looking at\nhis performance, the young man took a knife on his hand\n  With the young man walking nearly, Donglas was almost frozen\nwith fear. But he told himself to calm down. Donglas took a deep\nbreath to get the woman's wallet, but the young hurt him and\nran away. Douglas was rushed to the hospital. The bus passengers\nand people who walked by mithessing the attack gasped\n  Two weeks after the assault, Douglas visited Terri at her home. _ To Terri's surprise, she\nwelcome him with happiness and asked him about his injury.\n  Dauglas answered patiently smile, tolding her the man\nwho staned at her and stole her wallet was punished. Listening\nto this, Terri thanked for Douglas genuinely, if he didn't\nstand out to help her on that day, the consequence couldn't\nknow how much. Douglas accepted her thankness, a smile creeping\nacross his face. On the way home, Douglas knew that being\nhelpful and brave could bring more meaningful things!\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n\"" Step! \"" Douglas shouted at the man. However, the man looked at\nhim up and down, continuing his assault. Without hesitate, Deuglas\ncalled the police. Hearing his call the man stopped his attack and wanted\nto run away. At that moment, Douglas dragged him and prevented\nhim from running. Meanwhile, he pulled up the woman and gave her\nwallet back. It wasn't long before the police arrived at the\nsidewalk. After the police took the man to the police station, Douglas\nsent thewoman to the hospital and had a check. Fortunately,\nthe woman didn't get injured greatly.\n  Two weeks after the assault, Douglas visited Terri at her home. _ With the door opened, Terrigare\nDouglas a big hug. To her excitement, Terri expressed her gratitude\nfor Douglas. \"" I was so scered at that time, I really didn't know\nill\nwhat to do without you. \"" Terri said, with tears in her eyes. \"" I prepare\na present for you please receive it. \"" She gave a gift to\nDouglas. \"" Sorry, I can't accept it. I believe that whoever spotted\nthe assault would help you. Otherwise, I visit you to check that\nwhether you have been recovered, not for gift. \"" Vltimately, Danglas\ndidn't accept the gift because be did every thing just for his\nheart\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few isieps over io them.\n\"" Stop! \"" He shouted loudly. Dongles rushed there and had fight with\nthat man. Donglas tried his best to win the man, but he was slightly\ninjured. After fighting, Donglas was successful to help the woman. Donglas\ncalmed himself down and helped thewoman stand up. Sadly, the\nwoman was badly injured so she had to go to hospital as soon as possible.\nDouglas got over and seat the woman to the hospital. During the\nto the hospital, he knew her name was Terri.\n  Two weeks after the assault, Douglas visited Terri home. _ _ _ How are you now? \"" Donglas asked.\n\"" Not so bad! \"" Terri smiled. Teri let Douglas come into home and treated\nhim excitedly. But Terri was anious about how Daughs knew her\nhome's location. Douglas told her that he asked the hospital. They falled\nabout that day, Dongles said he was afraid that moment so he didn't jump\nout the car right now. But he encouraged himself when he saw Terri\nwas assaulted. To our happiness they were safe and the man who assaulted\nTerri had been caught.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siie nearby. Dougias ran the few sieps over to them.\n  Douglas ran towards the man as quickly as he could saying, \"" stop\nit, or I will punish you! \"" But the man still attacked the woman.\nWith his fists gathering, Douglas was already about to give a hit and\nthe man stopped and handed a knief. With no fear, Douglas interrupted\nhis knief and soon caught the man. The growd broke thanderou\napplauses and gathered to see. Douglas help the woman lying\non the ground and said : \"" Take her to hospital. \"" After doing this,\nDouglas returned his seat and continued driving\n  Two weeks after the assault, Douglas visited Terri at her home. _ Upon seeing him, Temi couldn't\nwait to said : \"" Thank you, I would be killed had it not been for\nyour help, \"" with tears filled with her eyes. Douglas smiled \"". It isn't\nbut\nmy route I thought helping other in need is what a citizen\nshould do. \"" They glaced each other, Donglas said : \"" Take care of\nyourself. \"" Terri couldn't thank Danglas too much and said : \"" Have\na coffee! \"" Douglas nodded. The man could even behelpful even he\nis not on his route\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siie nearby. Dougias ran the few steps over to them.\n  As quickly as he can, he used the stick to light against the m\nJune called thepolice at the urgent moment. However, the young man\nwas stronger than Doughs, Doughs couldn't bold on for a few minutes.\nHe nas on the verge of giving up. Fortunately. the police quickly came and\nworked together to control the young man. Finally, the woman's wallet was\ngot back. As a result, Danges was proised by the police. Then Day As\ndrace the woman to the hospital. What he did won high praise from the passenge\nWhen he got back thebus. the passengers broke into thankous applause\n  Two weeks after the assault, Douglas visited Terri at her home.... Are you Ok now? \"" said Douglas\nguilty. I'm fine now, had not it keen for your help. I wouldn't be saved at\nthe moment \"" Terri said, with a smile on her face \"" You are my hero! \""\nWhen heard this, Dangles smiled \"" \"" the lief and joy. He telt\nproud of himself. Then they hugged deeply with each other. From that day,\nDoughs learned that nothing could be meaningful than giving a\nhelping hand when others are in danger\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction sile nearby. Dougias ran the few steps over to them.\n  Danglas used the stick to knock the man's back.\nThe man was so strong that it was only a little\ninjury. He stood up toward Douglas and wanted\nto attack Douglas. Douglas warned him : \"" The bus passengers\nhave called the police, You'd better not continue. \"" The\nman looked around and ran away. Douglas imediately\ncalled police and described the man's face to them. Then,\nhe called. 120 to save the woman.\n  Two weeks after the assault, Douglas visited Terri at her home. Douglas asked softly\nHow are you now? \"" Terri said : Not bad. I don't\nknow how to express my thankfulness to you. If\nyou didn't come to help, I will be worse. \"" Douglas\nthat\nsmile. Terri continued to say : \"" They told me the way\nisn't on you route, why did you change? \"" Donglas\nexplained the truth to her. Terri hugged him with tears\nof\n  That moment I felt the whole world black, but you\nappeared like a sunlight to light up my life. \"" Dauglas\nsaid : \"" I am so honor. in\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Dougias ran the few steps over to them.\n  Douglus hanced rush to the woman and the man. He used the stick\nto stop man from assaulting the woman, and then he shouted luldy\nfor help and let Jacrett to call the police. The man wanted to run\naway. But Danglus worked hard to stop himand ted him\nwhich\nto thetree in the two side of the road. Then he called 120\nto help send woman who was assaulted to the hospital. He wait police to\ncome and take away the man and returned the wallet back to the woman\n  Two weeks after the assault, Douglas visited Terri at her home. _ After he saving Terri, he knew\nher name. Terri was happy and pleasure that Douglas could come\nand he saved her life. Donglus was also happy that Terri got\nthe treated and can live as she used to be. During the next\ntime they talked to each other about themselves and talking\nabout the accident happened happened two weeks. Douglas said that he\nwish everyone could have a helpful heart, so the world could be better.\nThey had been good friends when Douglas leaved\n"""
"""  He grabbed a neavy four-foot-long stick from a consiruction siic nearby. Douglas tan the few sieps over io them.\n\"" Stop! Stop! \"" He shouted loudly, trying to prevent the man from\ncontinuing his assault. However, the cold - blood young man still\ndidn't stop. Douglas had no choice but to lift the stick and\ncrushed to the man's head. For an instance, the man lost\nhis caution and fell on the ground. A sense of guilty and fearney\nflooded over Douglas's mind when he came to himself. Meanwhile,\nthepolice who called by the bus passenger arrived the spot.\nThey took the man away and rushed Terri to the hospital. To be\nluck, the woman only got slightly injured and came home soon.\n11\n  Two weeks after the assault, Douglas visited Terri home... \"" I'm so glad to see you are\nstill fine. What a terrible sunday morning it was! \"" said Daughs\nwith violent voice. \"" I couldn't speak thankfully any more. If had\nnot been your brave and helpful behavior, I might be died. \""\nso grateful was Terri that she couldn't help to hug Doughts\ntightly. A ray of sunshine crossed the window and brigthened\nthe whole room which smelled of refreshed sense. There may be\nsome bad people but please remember that love and kindness\nalso exist wherever.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siic nearby. Douglas ran the few steps over to them.\n  The man stopped attacking the woman and turned to Daglas. Doughs\nheld his wipple and rushed to the man. But man hid his\nattack and beated the Dougles. Because Doughs was old, he quickly\ndropped on the ground. But he did hit give up, he still struggled to\nfight with theman. Seeing the screen, thepeople on the\nbus couldn't control themselves and got off the bus, helping Douglas.\n  Finally, under the help of people. The n an was caught by policman, and\nthe woman who called Temi was aushed to the hospital.\n  Two weeks after the assault, Douglas visited Terri home. _ _ After two weeks' rest,\nTeni was fine. She treated Dougles as family. She didn't know what\nto do to acknowledge Douglas's behavior. So she kept thanking\n  Danglas for his help. Dangles said : I think it is a narmal thing,\nno matter who was hurted I will help him. \"" a smile flickering\non Dongles's face. Heaving this, Yen was on the verge of tears.\nSaying nothing, she gave Doughs a deep hig and said she would\nremember him forever.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\n\"" stop it! \"" Dong / as held the stick and should to the man. Power\nthe man saw Danglas who is 54 your old and antinued his assault.\n  Danglas was angry and concerned that he rushed to the man and attacked\nhim by foot. Danglas hold back Terri's emotional and looked to the man\nface-to-face, The man was hurt by Douglas's attack so it was easy\nto catch. the man by the stiff. After a while, the police came here\nand take the man away. to The woman who was attacked by the man was\nsent to the hospital nearby,\n  Two weeks after the assault, Douglas visited Terri home. _ _ Terri thanked to Douglas\nthat he could help her in thil time. Daylas asked something\nabout the pain of her. After he knowed that Terri was ok and\nleft. away,\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few sieps over to them.\n  He tried to help the woman. During the fight, he noticed that the\n  Woman was Yerci Yang and her Chinese\nname\n  Xiao Xi Yang, a\nor\ncrimer which has stolen money from school Stop. Deuglas said\nof I won't up you. I have no duty to help a crimer.\nto\n  He grasp the man's shoulder and daily walked away. When he was just\nto call the police. Peng! \"" he turned his head and found a car had\nattacked them. What a shame\nused body\n  Two weeks after the assault, Douglas visited Terri at her home. _ Looking at\nnot being before she\n  Li\n\"" But it wasn't a bad thing. \""\ndied. She should be published\nor\n  Dougles thought. \"" A crisppeared. \"" A should be\n  It is not\nof the bad things he or she\nablished\nin his route to help a bad person. He threw the flower in his\nhand and walked out with laughing.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction siic nearby. Dougias ran the few steps over to them.\n  He rose the stick front him and detended the man's assault with\nagainst\nthe stick. However, it was difficult to fight anassaultive murdder\nonly with a stick. As a result, Douglas was hurted for several times soon.\nJu\nust at this moment, an unexcept assault appeared and made the man\nunable to move, it was June Jarret who gave the assault. A few minutes\nlater, the police appeared and took the man away Douglas was sended\nto the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri was so thankful that if it\nnot had Donglas's help, she would almost be killed by the man. Dauglas was\nabout recovered now, while he could get out of the hospital, visiting Terri was\non the top in his agenda. He was sended to the hospital immedantly after the assault.\nso he didn't know how was Terri's health.\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He quickly hit the man's back. The man felt hurt and turned to Danglas. He wanted\nto attack Douglas and shuted, You're a falish man! \"" Daydas fighted\nagainst theman with the stick. The bus passengers took photos to the man and\nquickly called the police. They got off the bus and helped Dayas control the man.\nJune Jamelt walked to the woman and protected her behind her back. Soon later\nthe policemen came and learnt about the thing. They caught the man to the diffce.\nDaughs sent the woman to the hospital and knew that her name. Tem.\n  Two weeks after the assault, Douglas visited Terri at her home. _ _ Terri was thankful to\n  Danglas's behavior, Dangas asked about her health and brought some truits.\nre\n  Thank you. I'll be hurt seriously not only for your help. \"" Temi told Daughts\nsoftly. Daughs logged her and smiled.\n"""
"""  He grabbed a heavy four-foot-iong stick from a consiruction site nearby. Dougias ran the few steps over to them.\n  He helped the woman to get away from the man,\nHe navously. asked how the woman felt. He used his\nfull strength to take the woman on the bus. He\nquickly turned the bus to the hospital. After a.\ntreatment, she showed great grautide to Douglas.\nShe told her name was Tell\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Dougias ran the few steps over to them.\n  Sensing it, the man stopped his assault. Holding the wallet,\nhe ran away quickly. Douglas dashed out like a arrow, with the\nstick in his hand. He threw thestick to the man and hit his back\nsuccessfully. The man fell down to the ground and Douglas ran straight\nto him, making sure that he could not run any further. After a\nwhile, the police came and brought the man away. Douglas got\nthe missing wallet and return to his bus. As the old poor woman was\ninjuried seriously, she was sent to hosipital. In the wallet. Douglas\nknew the old woman, Terri's address.\n  Two weeks after the assault, Douglas visited Terri at her home. _ Terri recovered well. Seeing\nDouglas, tears welled up in her eyes. She hold his hands and\ncould not say anything but thank you. Douglas gave the wallet back\nand told her that bad guy had been arrested. Terri couldn't help\ncrying, saying that it was Dauglas who saved both her money\nand life. Douglas wassuch a kind person that he was\nwilling to help others even if they were not on his route\n"""
"""  He grabbed a heavy four-foot-long stick from a construction site nearby. Douglas ran the few steps over to them.\n  He saw the man sneak up behind the unsuspecting woman and rob her of the\nwallet. The women fellon the sidewalk because of the force from behind. Realizing\nwhat was happening, she cride, Help! The man tried to attack her to stop\nher screaming. The two collapsed onto the road between two parked cars, and the\nman conted his assalut. The bus passengers the attack gasped June Junett. Yet,\nHe controlled the man successfully at last and give but the wallet to\nthe woman.\n  Two weeks after the assaul, Douglas visited 'Terri at her home Terri held on his hand as\nseeing him and said that she didn't know how to do without\nthought she was watching a horror movie come to life. These periods became\nknown as temporal hours which were first adopted by the humans at time.\nHe looked up at the driver and just continued to assault her. Douglas immediately\nstopped his buy. Opening his heart to the woman. he was ready to help others, not only\nman but women. As a result, generations of inventors put his into designing\nall-mether. Their have been good friends from then a\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Dougias ran the few steps over to them.\n\"" Stop! \"" Dauglas shouted and went to hold the man's arm. He tried his\nbest to control the man by pushing him away. At that time. The customers\non the bus also got off and helped. Call the police and hospital! \"" Douglas\nshouted by controlling the man with customers. After a few minutes, policemen,\nand doctors came, the man returned the wallet back and the woman was taken\nto the hosipital. On the way to the hospital, the woman gave Douglas her\nadress and name. She wanted Douglas come to her home and thanked\nhim alot. Have a good day Mrs. Temi Dauglas wished her and left\n  Two weeks after the assault, Douglas visited Terri at her home. Terri made a lot of nice\nfood to him and let him sit down. Douglas cared more about her body\nle Have your body become better? \"" Terri excitedly moved by his kind and\nwas already to cry. So kind and warm you are. I don't know what I can\ndo for you to show my thankful. He smiled and ate the food. Chatting\nwith her was a good time in Dauglas life. They became best friends\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie nearby. Dougias ran the few steps over to them.\n  He threw the heavy four-foot-long stick toward the man who was assaulting\nthe woman. The man placed the woman in front of him, and the heavy\nfour-foot-long brick attacked the woman. Donglas gave a glance at June\n  Jarrett. June Jarrett immediately understood his meaning. She came to\nthe man's back. She gave the man a break when the man didn't notice\nher. The the man got down. And the woman was saved. Douglas told June\nJarrett to call 110 \"" and \"" 120. The woman said she was Terri. After the\nman was taken away by policeman, lerri - was also sent to the hospital.\n  Two weeks after the assault, Douglas visited Terri at her home. Terri has been recovered at all.\n  And she invited Dangles to sit down, said softly. \"" That Sunday morning,\nif you didn't save me. I might not see the sun. \"" Donglas waved his\nhands, said modestly. \"" Don't say that. I only did my best to help\neveryone. After listening to Douglas's words. Tern smiled and said. \"" Yeu\nare a good man and I would remember you forever. \"" Finally, Douglas\nsaid. \"" How I wish that the world should have more people who is full of\nLove.\n"""
"""  He grabbed a neavy four-foot-long stick from a construction site nearby. Dougias ran the few steps over io them.\n\"" Stop! I have called the police! \"" He shouted at the man, with his eyes staring at\nhim. Seeing the muscular young man, Douglas knew that he was too old to fight\nagainst him. However, noticing the faint woman. Donglas made up his mind to fight.\n  The police arrived\n  Just before the man's assault, they heared the police's alarming The young\nman quickly ran away. Donglas took a breath of relief, falling snto the ground. To his\ngreat relief, the woman didn't die and was rushed to the hospi\n  Two weeks after the assault, Douglas visited Terri at her home Lerri, who was still in bed, brusting\ninto tears as soon as she saw Danglas I would die had it not been for your\nbravery and helpful. Thanking for saving me! \"" Terri said, hugged Danglas tightly.\nDon't mention I just did the things What everyone would do. \"" Daughs said humbly.\nold and weak as Danglas was, he stilled volunterred to help the young woman.\neven the enemy was a muscular young man. It was not until then that Terri realized\nwere\nhow precious helps are, which from a total stranger.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n\"" Stop! Otherwise I would make you regretful! \"" seeing the man still\nassalting the woman, Douglas hit the man heavily without hesitation.\nBeing hit by thestick, the man finally stopped his assault and passed\naway. The woman struggled to feet and murmured a \"" Thank you \""\nto Douglas. But she fell down the ground again since she was\nhurt seriously, Douglas immediately called the hospital and saved her.\nwhen the woman came to herself, Douglas asked her for her actress\nand name\n  Two weeks after the assault, Douglas visited Terri at her home. Seeing her body covered with\ndi\nbandage, he inquired about her injuries. \"" Thank you. Thank you\nfor saving me! Had it not been for your kindness, I won't be safe\nand sound like now! \"" Then Terri gently left a kiss on his face.\nDouglas signed a relief and said, \"" That's what I should do. And\nI would do the same if it happens again. \"" Terri looked straight in\nhis eyes with great gratitude. A mild flow of breeze came into the\nwindow with warmth and fragrance.\n"""
"""  He grabbed a neavy four-foot-iong stick from a construction site nearby. Dougias ran the few sieps over io them.\n  He tried to divide them at first, however, the man was like a crazy\ndog, continued his assault to the woman beyond control. With the woman's\nvoice weaker and weaker, Douglas couldn't bear any more and he used\nhis stick to hit the man. \"" call the police! \"" Douglas shouted at the passengers\nwhile he struggled with the man. June Jarrett got theconnect with the\npolice. When the police came, the man finally be clapped. And\nDouglas sent the woman to the hospital as soon as possible. During\nthe treatment, the woman kept her life and Douglas knew that the\nwoman called Terri\n  Two weeks after the assault, Douglas visited Terri at her home. She still had to lie in bed,\nhowever, she became more energetic than two weeks before. She\nshowed great thankful to Douglas and wanted to give some money\nto Douglas as gift. But Douglas refused and told her that it is\nwhat he should do.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  He rushed to the man who was keeping assaulting the woman. Without\ngoing\nhesitation, he attacked the man and asked the woman to leave quickly\nto a safe place, the man was annoyed, he assaulted Danglas nearly losed\ncontrol, at that time, Danglas was afraid, however, luckily thepeople on the\nbus went to help him and later the police came. The woman called Term\nwas sent to hospital in time.\n  Two weeks after the assault, Douglas visited Terri at her home. When Terri saw Doughs, she\ncouldn't help crying, she hugged him and was so grateful to him,\nit was Rongles who gave Terri a second life! Although Donglas himself\nsuffered a slight injury either, he was not minded but was happy to\ndo this, kindness is so meaningful and helpful for those who is suffered\npain, it is like a ray of light in the dark.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction site nearby. Dougias ran the few steps over to them.\n- He hit the back of the man as powerfully as\nhe could. The man immediately fell down to\nlooking up incredibly. \"" How dare\nthe ground\nyou? old man? \"" Before Douglas tried to hit\none more time, the man gave him a kick\nwhich made Douglas unable to stand up. \"" Freeze! \""\nshouting by the police who were called by June Tarcett\nat the time the man wanted to kick more.\n  Two weeks after the assulk, Douglas visited Terri her home. Seeing Donglas walk slowly.\nTerri was moved to hold Douglas who saved her\nlife. \"" What made you so brave? said Terri with her\neyes filled with tears.\n  It isme who is\nunbearable to see the bad! \"" Douglas's eyes full\nof lights.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction site nearby. Douglas ran the few steps over to them.\n  Overwhimed with anger, Douglas hit the man on his back. The man\njumped up and tried to assault Douglas but failed, he was not\n- strong though to fight with Doughs. Douglas grasped his arms\nand shouted : \"" Stop your stupid behavior! \"" He turned to see the\nwoman, who couldn't stop trembling, tears welling up her eyes. He\nasked gently : Are you able to walk yourself? \"" The woman nodded,\nstanding up and dragging her legs. Donglas got theman on the\nbus and took him to the police station, where he knew the woman's\nname : Leri\n  Two weeks after the assull, Dougles vision as ber houglas. - -\nher face lit up. \"" Thank you, I wouldn't be here without your help! \""\nTerri said gratefully. It was Donglas who gave ahelp hand like a\n- ray of sunlight at the hopelessment. \"" You should be careful and\ndon't be so unsuspecting. \"" Danglas said seriously. \"" I know. \"" Terri\nreplied, her face plushing with shame. It's important for girls to\nprotect themselves carefully outdoor. It's so warm to meet a stranger\nwho is ready for help.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Dougias ran the few steps over to them.\n  He went to the woman. He sturt ed his assandt to the man and\nsaid to the woman' Go! Hurry up! Go to call the police. \"" The\nwoman got off the bus and ran as quickly as she could. Dongles\nlighted with the man. At that momen, Teni looked st. them\nand went on. They caught the man together. After a\nwhile the price come and took the man away. Too and\nPangles went home.\n  Two weeks after the assault, Douglas visited Terri at her home. Duglas thanked Terri again.\nsaid : \"" Thank youto help me, if you didn't help me, themman's walket was stelen. \""\nTerri smiled and said. 'You. found the this him and were\non to assaule him, you should thank to yourself. \"" And,\nDangles became more have and often help the people who\nneeds help.\n"""
"""  He grabbed a ieavy four-foor-long stick from a construction site nearby. Dougias ran the few steps over to them.\nattack the man to\n  He started to stop him from harming the woman. The young\nman quickly scaped these attacks and suddenly jumped up. when the young\nwanted to pull out Dongles's body, Dougles took a breath\nand graped the stick towards the young man's head. Unfortunatly,\nwith\nthe man scaped again and started to bit Donglas heavy\ngouches\n  Dongles was urconsis\n  Two weeks after the assault, Douglas visited Terri at her home.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction siie neatoy. Douglas ian the few sieps over to them.\n  Seeing Douglas an old man, the man didn't keep him on mind and\ncontinued hit the woman heavily. Then Dongles held the stick high\nover his head, the man finally scared and leaped still\ndidn't want to give up, the man kicked Douglas on his weak legs.\nstagering back for a few steps, Douglas managed to stand, then\nhe rushed to the man with the stick again. The man escaped\nwithout turning his head back. The woman was almost scared\nto death, aftering taking a teep breath, she said : My name is\nTerri and this is my address, I will thank you another day. \""\n  Two weeks after the assault, Douglas visited Terri at her home. _ To Douglas's astonishment,\n  Terri turned out to be the Manger for the Metropolitan\nAtlanta Rapid Transit Authority. Terri offered to praise Douglas\nin front of everyone in Atlanta. She also\npromised Douglas a higher salary and a better work as\nto\nbe is old. Douglas didn't accept her offer. he said It may\nbe not the route for a drive, but the route for a\nhuman. With tears and smiles on Terri's face, she shaked\nDouglas' hands hard with respect.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction sile nearby. Dougias ran the few isieps over to them.\nHe shouted to the man \"" stop! \"" But it was no use.\nAfter looking around, Douglas found a stone near him.\nscreamed\n  Just at that moment, the woman Loudly, without\nhesitation, Donglas picked up the stone and threw it to the\nman. Herdly has the mas lost awareness, when the stone -\nattached his head. Douglas quickly call the 110 and 120.\n  Two weeks after the assault, Douglas visited Terri at her home. How thankful Terri was,\nthat she was on the vege ot tears as soon saw\nDeuglas. She said with her voice chacked \"" Had it not been for\nyour help I would loot my life. pulled her shoulder.\nsaid nothing, just a smile appeared on his face. It's the\nkindness of a totial stranger.\n"""
"""  He grabbed a heavy four-foot-iong stick from a construction site nearby. Douglas ran the few steps over to them.\n  Noticing Douglas come closer, the man imme diately turned around\nand dragged the poor woman in front of him. \"" If you come a step\ncloser, I will kill her. \"" To ensure the woman's safety, Dough sput\ndown the stick. The bus passengers came to his gid, rushing to\nthe man in order not to let him run away. Frightened, the man\nwas losing his attention. Knowing that it was the right time, Douglas\nsuddenly picked up the stick and hit the man on his back. Mean -\nwhile, the woman get out of his trap. Then came the police.\n  Two weeks after the assault, Douglas visited Terri at her home. Relieved and joyful, Douglas\nsaw Terri was already safe and sound. \"" It must be astonishing to\nyou, Terri. \"" Douglas was concerned if the rubbery would do - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -\nharm to her but surprisingly, Terri shook her head. Overwhelmed\nby gratitude, she replied that she has hever felt so much\nkindness, especially from strangers like Douglas. Tears welling\nup in her eyes, she hugged Douglas tightly saying that she\nwas fortunate to meet people with such warm heart.\n"""
"""  He grabbed a heavy four-foot-long stick from a consiruction siie nearby. Douglas ran the few steps over to them.\n  As an namow. he rushed to the man and use his all strength to control\nDouglas\nhim. but the man you on his leg with the stick. With a laud shout, the man\nturned to Danglas, with anger in his eyes. But Dongles was too did to fight with\nthe man. Tha man began attacking him and he was on the verge of losing his mind.\nHe did his best to hit the man's head. He succeeded and the man finally fell down\nwas\n  But Dongles also heavy hammed. The women soon sent him to the hospital\n  Two weeks after the assault, Douglas visited Terri home. _ _ Terri sincerly expressed her gratitude\nhad\nto Dongles. If not been for your help. I would lost my valuable wellet. said her\nwho was almost crying That's so horrible. \"" Dongles patted hergently on her\nshoulder. Nothing. That's the thing I need to do. \""\n"""
